customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5423-BHIXO,0,0,0,0,32,1,2,0,0,2,0,0,0,0,0,1,2,54.2,1248,0
6908-VVYHM,1,0,1,0,65,1,2,1,0,2,0,0,0,2,0,1,2,90.65,4868,0
2959-EEXWB,0,0,1,1,45,0,1,0,2,0,0,0,2,2,0,1,0,50.9,1969,0
1839-UMACK,1,0,0,0,42,1,2,2,1,1,1,1,1,1,1,0,2,25.05,6439,0
3030-YDNRM,1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,74.85,4721,0
7321-KKSDU,1,0,0,1,32,1,0,2,1,1,1,1,1,1,2,0,3,20.5,5481,0
3402-XRIUO,0,1,1,0,22,1,2,0,2,2,0,2,0,0,0,1,3,63.55,691,0
3132-TVFDZ,1,1,1,0,57,0,1,0,0,0,0,0,2,2,0,1,2,44.85,2230,1
8286-AFUYI,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,47.95,3980,0
8080-DDEMJ,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,3812,1
8356-WUAOJ,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.0,3810,0
6365-MTGZX,1,0,0,0,24,1,0,1,0,0,0,2,2,2,0,1,2,96.0,1750,1
1349-WXNGG,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,1607,1
8058-DMYRU,1,1,0,0,54,1,2,1,0,2,0,0,0,2,0,1,2,90.05,4183,0
9350-ZXYJC,0,0,0,0,4,1,2,2,1,1,1,1,1,1,2,1,1,25.3,301,0
6990-YNRIO,1,0,1,1,65,1,2,1,2,0,2,2,2,2,2,0,0,108.65,5471,1
8958-JPTRR,0,0,1,0,56,1,2,2,1,1,1,1,1,1,1,0,2,24.3,479,0
6959-GQEGV,1,0,0,0,45,1,0,0,2,0,2,0,2,2,0,1,2,75.95,2848,0
3173-WSSUE,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,1,19.7,765,0
1265-HVPZB,1,0,1,0,59,1,0,0,2,2,2,0,2,0,1,0,1,66.4,3382,0
4115-UMJFQ,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2138,0
7369-TRPFD,1,0,0,0,19,1,0,2,1,1,1,1,1,1,1,0,3,18.8,2414,0
1098-KFQEC,0,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,1,19.4,166,0
7190-XHTWJ,0,0,0,0,38,1,0,2,1,1,1,1,1,1,1,0,3,19.3,5800,0
0621-TWIEM,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,3440,1
3537-RYBHH,0,1,1,0,47,1,2,0,2,2,2,0,0,0,0,1,1,67.45,2832,0
2485-ITVKB,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,1,2,35.1,5381,1
3669-OYSJI,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,46.2,3905,1
1612-EOHDH,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.15,3813,1
6702-OHFWR,1,1,0,0,1,0,1,0,0,2,2,0,0,2,0,1,2,43.3,3658,1
5296-BFCYD,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,1,3,20.1,6410,0
4510-PYUSH,0,1,0,0,38,1,0,0,2,2,0,0,0,0,0,1,1,57.15,1889,1
9359-JANWS,0,0,1,0,65,1,0,0,2,0,2,2,0,0,2,0,1,58.9,3300,0
7517-SAWMO,0,0,1,0,19,1,0,1,2,0,0,0,0,0,0,1,2,73.2,815,1
4143-HHPMK,1,0,0,0,52,1,0,1,0,2,0,0,0,2,0,1,2,85.35,3688,1
3279-DYZQM,1,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,3,19.45,683,0
7054-LGEQW,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.95,3826,1
0523-VNGTF,0,1,0,0,52,0,1,0,0,2,2,2,2,0,0,1,2,50.5,2221,0
9575-IWCAZ,1,0,1,0,6,1,2,2,1,1,1,1,1,1,1,0,3,25.1,1207,0
7105-MXJLL,0,1,1,0,26,1,0,0,0,0,2,0,0,2,1,0,3,60.7,1054,0
7064-FRRSW,1,1,0,0,48,1,2,1,0,2,0,0,2,2,1,1,2,99.0,4012,0
7940-UQQUG,0,0,1,1,64,1,2,1,2,0,0,2,2,2,1,1,0,104.4,5332,0
0923-PNFUB,0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,2120,1
3961-SXAXY,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.05,3735,0
7010-BRBUU,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1245,0
3566-HJGPK,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.55,3819,0
3062-ICYZQ,0,0,1,1,51,1,2,1,2,2,0,0,0,2,0,1,2,93.8,3864,0
9938-PRCVK,0,0,1,1,41,1,0,2,1,1,1,1,1,1,2,0,0,19.7,6036,0
0973-KYVNF,0,0,1,1,72,1,0,0,2,2,2,0,2,0,2,1,1,70.65,4243,0
5129-HHMZC,0,0,1,0,43,1,2,0,2,2,0,2,2,2,2,0,1,86.45,3096,0
9637-CDTKZ,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,114.1,6051,0
3946-JEWRQ,1,0,1,0,47,1,2,1,0,0,0,0,2,2,1,1,1,95.2,3886,0
7873-CVMAW,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,1,88.55,5130,0
0463-WZZKO,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,1,20.75,5316,0
3494-JCHRQ,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.05,5502,1
6474-FVJLC,1,0,0,0,2,1,2,1,0,0,0,0,0,2,0,1,2,86.0,1129,1
4524-QCSSM,1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,295,0
5832-EXGTT,1,0,1,1,29,1,0,0,2,0,0,0,0,2,0,1,3,60.2,1386,0
8840-DQLGN,0,1,1,0,35,1,2,1,2,2,0,2,2,0,0,1,0,100.5,3159,1
2039-JONDJ,1,0,0,0,27,1,0,0,2,2,0,0,0,0,1,0,0,55.45,876,0
7217-JYHOQ,1,0,1,1,24,1,0,0,2,2,0,2,0,2,0,1,1,70.3,1204,0
6695-FRVEC,1,0,1,1,67,1,0,0,2,0,2,2,0,0,2,1,0,60.4,3379,0
4547-LYTDD,0,0,0,0,16,1,2,1,0,0,0,0,0,0,0,0,2,72.65,362,1
9894-QMIMJ,0,0,0,0,23,1,0,0,0,2,2,0,0,0,1,0,0,55.8,595,0
8069-YQQAJ,1,0,0,0,14,0,1,0,0,2,0,0,0,0,0,1,3,31.1,3582,0
6770-XUAGN,0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,2,21.0,1728,1
4193-ORFCL,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.1,3812,1
1636-NTNCO,1,1,0,0,4,0,1,0,0,2,0,0,2,2,0,1,1,50.95,1693,0
3466-WAESX,1,0,0,1,16,1,2,0,2,2,0,0,0,2,0,1,2,69.1,167,0
9281-PKKZE,0,0,1,0,46,0,1,0,0,0,0,0,2,2,0,1,2,43.95,1634,0
3638-VBZTA,1,0,0,1,68,1,2,0,2,2,0,2,2,2,2,1,0,86.5,4827,0
7459-IMVYU,1,0,0,0,38,1,2,0,2,2,2,2,0,0,0,0,2,69.95,2307,0
7776-QWNFX,1,1,1,0,30,1,0,0,0,2,0,0,0,0,0,1,0,50.4,951,1
6689-TCZHQ,0,1,0,0,5,1,0,1,0,0,0,0,0,2,0,0,2,78.95,3246,1
8563-OYMQY,1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1074,0
0754-EEBDC,1,0,1,1,4,1,0,2,1,1,1,1,1,1,2,0,3,19.9,5825,0
5777-ZPQNC,0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,0,2,20.15,2249,0
1951-IEYXM,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,90.6,5182,0
3318-NMQXL,1,0,0,0,3,1,0,1,0,0,0,0,2,2,0,1,2,92.0,2313,0
3143-ILDAL,1,0,0,0,56,1,2,1,0,2,0,2,0,2,0,1,2,94.45,4314,1
1022-RKXDR,0,0,0,0,41,1,2,2,1,1,1,1,1,1,1,1,3,24.85,6471,0
2361-FJWNO,1,0,0,0,40,0,1,0,0,2,0,2,0,0,1,0,1,36.0,692,0
2272-UOINI,0,0,0,0,7,1,0,0,2,2,0,2,2,2,0,1,2,78.5,4711,0
8232-UTFOZ,1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,0,1,19.95,728,0
3750-YHRYO,1,0,1,1,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,902,0
6637-KYRCV,0,0,1,1,5,0,1,0,0,2,0,0,0,0,0,1,2,30.5,1153,0
5668-MEISB,0,0,1,1,72,1,2,1,2,2,2,2,2,0,2,0,1,106.1,5850,0
0129-QMPDR,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,6251,0
7188-CBBBA,0,0,0,0,65,1,2,1,0,2,2,0,2,0,1,1,2,95.5,5022,0
5356-CSVSQ,0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,0,2,64.6,1249,0
3221-CJMSG,1,0,0,0,24,1,0,0,0,0,0,2,0,0,0,1,1,51.1,495,0
4720-VSTSI,0,0,0,0,44,1,2,1,0,2,2,0,0,0,0,1,0,84.8,3304,1
3219-JQRSL,0,1,1,0,72,1,2,0,2,2,2,2,2,2,2,0,1,89.1,5129,0
2801-NISEI,1,0,0,0,24,1,0,0,2,0,0,2,0,0,0,0,2,54.95,635,0
3946-MHCZW,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,50.9,4236,1
4623-ZKHLY,1,0,1,0,22,1,0,2,1,1,1,1,1,1,0,1,0,20.45,3988,0
6732-VAILE,1,0,1,1,70,1,2,0,0,2,2,2,2,2,2,1,1,85.95,4869,0
8201-AAXCB,1,0,1,1,25,1,2,0,0,0,0,0,2,0,0,0,2,60.35,740,0
7696-CFTAT,1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,5646,0
1845-CSBRZ,0,1,1,1,22,1,2,1,0,0,0,0,2,0,0,0,0,85.35,1569,0
2123-VSCOT,0,0,1,1,59,1,2,0,0,0,2,2,2,0,2,1,0,72.1,3587,0
6651-AZVTJ,1,0,1,1,49,1,2,1,0,0,2,0,2,2,0,1,2,99.8,4119,1
4566-GOLUK,1,0,1,1,47,1,2,1,0,0,2,2,2,2,0,1,0,107.35,4308,1
2484-DGXPZ,0,0,1,1,31,1,0,2,1,1,1,1,1,1,0,1,3,19.55,5251,1
2018-QKYGT,1,0,1,1,1,1,0,1,0,0,0,0,0,2,0,1,2,81.05,6056,0
2792-VPPET,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.5,5826,0
7409-JURKQ,0,0,1,0,53,1,2,1,0,2,2,2,2,2,1,1,0,111.8,4787,0
3247-MHJKM,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.2,1610,0
1964-SVLEA,1,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,3,19.7,3548,0
4587-NUKOX,0,0,0,0,3,1,0,1,2,2,0,0,0,0,0,1,2,79.1,2109,1
7297-DVYGA,0,0,0,0,51,1,0,2,1,1,1,1,1,1,1,1,0,19.85,6524,0
2239-CGBUZ,0,0,1,0,51,1,0,0,2,2,0,2,0,0,1,1,0,60.5,2734,0
0854-UYHZD,0,0,1,1,13,1,0,2,1,1,1,1,1,1,2,0,3,19.55,2294,0
7243-LCGGZ,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.9,1624,0
8267-KFGYD,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,21.05,1729,0
4890-VMUAV,1,0,0,0,63,1,2,0,2,2,2,2,0,0,1,0,2,71.5,3892,0
9261-WDCAF,1,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,3,54.65,1467,0
3764-MNMOI,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,1,19.2,6339,0
7442-YGZFK,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,49.8,4145,0
0420-BWTPW,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,3,25.5,1766,1
8229-BUJHX,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20.5,909,0
7449-HVPIV,1,0,1,1,55,1,2,1,0,0,2,0,2,0,0,1,1,90.4,4299,0
5504-WSIUR,0,0,0,0,70,1,2,1,0,2,2,2,0,0,1,1,0,90.25,5149,0
8183-ONMXC,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,80.75,1046,1
8466-PZBLH,1,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,0,104.6,5430,0
9614-RMGHA,1,0,1,0,65,1,2,1,0,2,0,0,2,0,0,1,0,91.85,4872,1
8735-IJJEG,1,0,1,0,14,1,0,0,0,0,2,0,0,0,0,0,1,50.2,5303,0
0564-MUUQK,0,0,1,1,20,1,2,1,0,0,2,2,0,2,0,1,0,95.5,1519,0
5054-IEXZT,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,1,2,75.35,5770,1
5834-ASPWA,1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.45,5771,1
0701-RFGFI,0,0,1,1,49,1,2,1,0,0,0,0,2,2,0,1,0,95.4,3915,0
0019-EFAEP,0,0,0,0,72,1,2,1,2,2,2,0,2,0,2,1,0,101.3,5647,0
5619-PTMIK,0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,2,53.1,2106,0
3737-XBQDD,1,0,0,0,24,1,2,1,0,2,2,0,0,0,0,1,0,84.85,1679,0
5882-CMAZQ,0,0,1,1,5,0,1,0,0,2,0,2,0,0,0,0,2,34.25,1102,0
5846-QFDFI,0,0,1,1,33,1,2,1,0,2,2,2,0,0,0,0,1,88.6,2492,0
4445-KWOKW,0,0,0,0,42,1,2,0,2,2,0,0,0,0,1,1,0,60.15,2068,0
3511-APPBJ,1,0,0,0,23,1,0,1,2,0,2,0,2,2,1,1,1,99.95,1935,0
7967-HYCDE,1,0,0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,70.7,4592,0
2430-RRYUW,1,0,0,0,66,1,0,0,2,2,0,0,0,0,1,1,3,54.8,2999,0
3948-XHGNA,1,0,0,0,24,1,0,0,2,0,0,0,0,0,0,1,0,49.55,385,1
3723-BFBGR,1,1,0,0,24,1,2,0,0,2,0,0,0,0,0,0,1,54.8,531,0
0565-IYCGT,1,0,0,0,69,1,2,0,2,2,2,2,0,2,1,1,1,78.6,4468,1
5447-WZAFP,0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,4360,0
5110-CHOPY,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,2814,0
5445-UTODQ,0,0,1,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.1,4753,1
4425-OWHWB,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,3684,0
7892-QVYKW,0,0,1,1,23,1,2,1,0,0,0,0,0,2,0,0,2,85.6,1440,0
9675-ICXCT,1,0,1,1,72,1,0,0,2,0,2,2,2,2,2,1,2,80.8,4727,0
1024-VRZHF,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,6114,1
4703-MQYKT,1,0,0,0,21,1,0,2,1,1,1,1,1,1,2,0,3,19.6,3343,0
9497-QCMMS,1,1,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.55,6393,1
5692-ICXLW,1,1,0,0,31,1,2,1,0,2,0,0,2,0,0,1,2,90.7,2459,0
0602-DDUML,0,0,0,0,57,1,0,0,0,2,2,2,2,0,2,0,3,69.75,3335,0
2208-MPXIO,0,0,1,1,45,1,0,2,1,1,1,1,1,1,2,1,0,20.0,6288,0
1960-UYCNN,1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,41,0
0348-SDKOL,0,0,1,0,58,1,2,1,0,0,2,2,2,2,0,1,1,102.1,4829,1
3190-FZATL,1,0,0,1,14,1,0,2,1,1,1,1,1,1,0,0,3,19.95,2330,0
7336-RLLRH,1,0,1,0,27,1,2,0,2,0,0,2,2,2,1,0,3,80.85,1837,0
4373-MAVJG,0,0,1,1,14,1,2,1,0,2,0,0,0,2,0,1,0,90.9,472,1
8901-HJXTF,0,0,1,1,12,0,1,0,0,2,0,0,0,0,0,0,3,29.2,2682,1
7710-JSYOA,0,0,1,1,69,1,2,1,0,2,0,2,0,2,2,1,0,93.3,5158,0
5419-KLXBN,0,0,1,1,25,1,0,1,0,2,2,0,2,0,0,1,0,89.15,1891,1
3424-NMNBO,1,1,1,0,58,1,2,1,2,2,2,0,2,2,1,1,2,108.85,5079,1
9885-MFVSU,0,0,1,1,35,0,1,0,2,0,0,2,2,0,2,1,1,46.35,1146,0
4514-GFCFI,0,1,0,0,16,1,2,1,0,0,0,0,2,0,0,1,2,84.75,641,1
0607-MVMGC,1,0,1,1,45,1,2,0,0,2,2,0,2,2,1,0,1,78.75,3119,0
3365-SAIGS,0,0,0,0,17,1,0,1,0,2,0,0,2,0,0,1,2,83.55,598,0
9828-AOQLM,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,45.7,3822,1
8022-BECSI,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,3,19.6,3602,0
8000-REIQB,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.95,5455,1
9993-LHIEB,1,0,1,1,67,1,0,0,2,0,2,2,0,2,2,0,3,67.85,3924,0
0266-CLZKZ,0,0,1,1,67,1,2,1,0,0,2,2,2,2,2,1,0,105.65,5327,0
7615-ESMYF,0,0,1,0,2,0,1,0,0,0,0,0,2,2,0,0,2,44.6,6482,1
3858-VOBET,1,0,0,0,23,1,2,1,0,0,0,0,0,0,0,1,2,74.95,1211,1
7020-OZKXZ,0,1,0,0,9,1,0,1,0,0,2,0,0,0,0,0,1,75.5,5136,0
3977-QCRSL,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,20.15,317,0
0017-DINOC,1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,2114,0
1447-PJGGA,0,0,0,0,57,1,0,1,0,0,2,0,2,2,2,1,2,95.25,4539,1
8565-CLBZW,1,0,0,0,24,1,2,1,0,0,2,0,2,0,0,1,3,89.85,1779,1
9139-WQQDY,0,0,1,1,49,1,2,1,0,2,0,0,2,2,1,0,3,100.45,4189,1
0224-HJAPT,1,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,2,47.15,1861,1
8086-OVPWV,1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,80.2,1357,1
9430-FRQOC,0,0,0,1,4,1,2,1,0,0,2,2,0,0,0,1,3,87.1,2953,1
7639-OPLNG,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,4736,0
3074-GQWYX,1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,0,75.9,3094,1
1492-QGCLU,1,0,1,1,53,1,2,0,2,0,2,2,2,2,0,0,2,85.7,3920,0
6845-RGTYS,0,0,1,0,47,1,2,1,2,2,2,0,2,0,0,1,2,98.75,3859,1
7328-OWMOM,0,0,0,1,31,1,0,2,1,1,1,1,1,1,1,0,1,20.1,4831,0
4418-LZMSV,1,0,1,1,13,1,0,0,0,2,2,2,0,0,0,0,0,61.8,5779,0
5155-AZQPB,0,0,1,1,28,1,2,0,0,0,0,0,0,0,0,0,3,49.9,751,0
8861-HGGKB,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,6137,1
1087-GRUYI,1,0,1,0,38,1,0,2,1,1,1,1,1,1,2,0,0,20.4,5742,0
7065-YUNRY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.3,3816,1
7694-VLBWQ,1,0,1,0,67,1,2,1,0,2,2,0,2,2,1,0,2,104.1,5541,1
2546-KZAAT,1,0,1,0,52,1,0,0,2,2,0,0,2,2,1,1,3,75.4,3305,0
0181-RITDD,1,0,1,1,62,1,0,1,2,2,2,2,2,2,2,0,3,108.15,5393,0
5989-PGKJB,0,0,0,0,16,1,0,1,0,2,0,0,0,2,0,1,2,86.25,622,0
4795-KTRTH,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,3200,1
8272-ONJLV,1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,344,0
1488-PBLJN,0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,116.85,6202,0
0308-GIQJT,1,1,0,0,71,1,2,1,0,2,0,2,2,2,1,0,0,105.75,5705,0
3778-FOAQW,0,0,1,0,24,1,0,2,1,1,1,1,1,1,1,0,3,20.15,3885,0
4452-ROHMO,0,0,0,0,15,1,0,2,1,1,1,1,1,1,2,0,3,19.6,2875,0
6481-OGDOO,1,0,1,0,67,1,0,1,2,2,0,0,0,2,1,1,1,90.6,4951,1
3090-LETTY,1,0,0,1,2,1,2,0,2,2,0,0,0,0,0,0,0,60.95,619,0
5349-AZPEW,0,0,1,1,5,0,1,0,0,0,0,0,0,0,0,0,3,25.05,455,0
3753-TSEMP,0,0,1,0,15,1,0,1,0,0,0,0,2,2,0,0,2,88.15,713,1
8305-VHZBZ,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,1610,1
9720-JJJOR,1,0,1,1,41,1,0,0,2,2,2,0,0,0,1,1,0,60.3,2171,0
8100-HZZLJ,0,0,0,1,43,1,0,0,2,2,0,0,0,2,0,1,2,63.95,2380,0
8775-ERLNB,1,1,1,0,1,1,2,1,0,0,0,0,0,0,0,0,2,74.3,5717,0
8309-IEYJD,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,5513,0
9172-JITSM,0,0,1,1,26,1,0,1,0,0,0,0,2,2,0,1,2,90.8,1998,1
6298-QDFNH,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,2,79.35,1238,1
7398-HPYZQ,1,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,0,90.55,5161,0
3546-GHEAE,1,0,0,0,7,1,0,2,1,1,1,1,1,1,2,0,3,19.45,1127,0
7361-YPXFS,0,1,0,0,28,1,2,0,0,2,2,2,0,0,0,0,0,64.45,1438,0
6557-BZXLQ,1,1,0,0,16,1,0,1,0,0,0,0,0,0,0,0,2,69.65,83,0
2550-QHZGP,1,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,19.5,513,0
7519-JTWQH,0,0,0,0,69,1,2,1,0,2,2,2,2,2,2,1,0,110.5,5749,0
2538-OIMXF,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.7,2042,0
8543-MSDMF,1,0,0,0,3,1,0,0,2,0,2,0,2,2,0,1,2,77.4,1685,0
9961-JBNMK,1,1,0,0,21,1,0,1,0,0,2,0,2,2,0,1,0,96.8,1663,1
1170-SASML,0,0,1,0,69,1,2,1,0,2,2,0,0,0,0,1,0,85.4,4820,0
4872-JCVCA,0,0,1,0,71,0,1,0,2,2,2,2,0,0,2,1,0,47.6,2931,0
5346-BZCHP,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,3,19.4,631,0
2038-LLMLM,0,0,0,0,48,1,2,1,0,0,2,2,2,2,0,1,2,103.85,4190,0
6173-ITPWD,1,0,1,0,47,1,2,1,0,2,2,0,0,0,0,1,0,83.35,3476,1
9734-UYXQI,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,2,49.4,116,1
1216-BGTSP,1,0,0,0,45,1,2,1,2,0,2,2,2,2,0,1,1,108.45,4200,0
4138-NAXED,1,0,0,0,51,1,2,1,0,2,0,0,0,0,0,0,0,81.0,3485,0
2189-UXTKY,0,0,1,0,22,1,2,0,2,0,0,2,2,2,0,1,2,79.2,1260,1
0744-BIKKF,1,0,0,0,72,1,2,0,2,2,2,2,2,2,2,0,0,86.65,5055,0
7483-IQWIB,1,0,1,1,37,1,2,1,0,2,2,0,2,0,0,1,2,92.95,2959,0
5248-KWLAR,1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.35,5111,0
4958-GZWIY,1,0,1,1,7,1,0,0,0,0,2,0,0,0,0,0,2,48.7,2945,1
7996-MHXLW,0,0,0,0,66,1,2,2,1,1,1,1,1,1,2,1,1,25.15,1178,0
7833-PKIHD,1,0,1,1,51,1,0,0,2,0,0,2,2,2,1,1,0,76.4,3390,0
7061-OVMIM,0,0,1,1,30,1,0,2,1,1,1,1,1,1,1,0,0,19.55,4969,0
5153-RTHKF,0,0,0,0,34,1,2,1,0,0,0,0,2,0,0,0,2,85.35,2500,0
1852-QSWCD,1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,1,3,24.8,932,0
4832-VRBMR,1,1,1,0,65,1,2,1,0,2,2,0,2,2,1,1,0,103.15,5374,0
9079-LWTFD,1,0,0,0,47,1,2,1,2,2,0,2,2,0,0,0,3,100.75,3948,0
6356-ELRKD,0,0,0,0,1,1,0,1,2,0,0,0,2,2,0,1,2,95.6,6445,1
8624-GIOUT,0,0,0,0,49,1,2,0,2,2,0,0,0,0,0,1,1,59.75,2537,1
3392-EHMNK,0,0,1,1,67,1,2,1,0,2,0,2,2,0,2,0,1,94.1,5097,0
5986-WWXDV,1,0,0,1,39,1,0,2,1,1,1,1,1,1,1,0,0,19.35,5904,0
3061-BCKYI,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,3,19.9,2444,0
6179-GJPSO,0,1,0,0,43,1,0,1,2,2,0,2,2,2,0,1,1,108.15,3911,1
7901-TBKJX,1,1,0,0,56,1,2,1,0,0,2,0,2,2,0,1,2,101.05,4629,0
7228-PAQPD,0,0,0,0,14,1,0,0,0,0,0,2,0,2,1,0,1,59.1,5880,0
3177-LASXD,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.35,5569,1
7746-QYVCO,1,0,1,1,16,1,0,0,2,2,0,0,0,0,1,1,3,55.85,6236,0
5804-HYIEZ,1,0,1,1,70,1,2,1,2,2,0,0,2,2,0,1,2,106.05,5804,0
9919-FZDED,1,1,1,0,72,1,2,0,2,2,2,0,2,2,2,1,1,84.1,4900,0
5934-TSSAU,0,0,1,1,23,1,0,1,0,0,2,0,0,0,0,1,1,75.3,1202,0
3486-KHMLI,1,0,0,1,21,1,2,2,1,1,1,1,1,1,0,0,3,24.7,3949,0
4897-QSUYC,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.15,1609,1
1084-UQCHV,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,69.75,5451,1
8290-YWKHZ,0,1,1,0,32,1,2,1,0,0,0,0,2,2,0,1,2,93.2,2534,1
2955-BJZHG,1,0,1,1,17,1,0,1,0,0,0,0,2,0,0,0,2,80.85,735,1
3806-DXQOM,0,0,0,0,4,0,1,0,2,2,0,0,0,0,0,1,2,33.65,667,1
6784-XYJAE,0,0,0,0,36,1,2,0,0,0,2,0,0,0,1,0,2,55.8,1546,0
3933-DQPWX,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1535,0
6661-EIPZC,0,0,1,1,48,0,1,0,0,0,0,2,0,0,0,1,1,29.5,777,0
8957-THMOA,0,0,0,1,50,1,0,2,1,1,1,1,1,1,2,0,1,20.15,6487,0
